,K00613,K18966,K18592,K15372,K15551,K01442,K03119,K10712,K10831,K15552,K23235,K01594,K00659,K01580,K03851,K00681
kofamscan/ko_tables/taurine/MMETSP0317_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1148_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0957_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0914_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0738_clean.csv,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0010_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0056_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0595_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0116_clean.csv,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0368_clean.csv,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP1156_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0881_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0114_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0706_clean.csv,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0802_clean.csv,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP0371_clean.csv,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP1426_clean.csv,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1173_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0726_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1330_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0807_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0125_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1370_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0033_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP0109_clean.csv,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1329_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0057_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0990_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1107_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0766_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1435_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1416_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0469_clean.csv,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1038_clean.csv,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0998_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kofamscan/ko_tables/taurine/MMETSP0988_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1445_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0562_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1443_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0983_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0817_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0733_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1177_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0698_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0110_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0753_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1016_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0449_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1105_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1463_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0962_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1098_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1441_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1074_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0908_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0484_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP0044_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0795_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1362_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1041_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0403_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0949_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1010_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kofamscan/ko_tables/taurine/MMETSP1353_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0150_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0893_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0294_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0145_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1405_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0046_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1083_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0724_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0472_clean.csv,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP1352_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1364_clean.csv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0174_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1365_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0971_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0896_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0879_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1359_clean.csv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0972_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1323_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0156_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0142_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0123_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0107_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1367_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0029_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1324_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0916_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0108_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0027_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0251_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1018_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1089_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1369_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1144_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1143_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0944_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1310_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP0382_clean.csv,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1402_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP1315_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0956_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0166_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP0939_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1140_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1377_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1434_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0121_clean.csv,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1390_clean.csv,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP0994_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1012_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kofamscan/ko_tables/taurine/MMETSP0047_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0410_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0295_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0803_clean.csv,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1066_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0814_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0697_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0228_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0725_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0492_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1065_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1006_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0143_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1033_clean.csv,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0974_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1147_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1404_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1048_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0970_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0747_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0020_clean.csv,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0019_clean.csv,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0216_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1170_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0031_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1328_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1175_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0985_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0936_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1129_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1102_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kofamscan/ko_tables/taurine/MMETSP0232_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0127_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0491_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0167_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1335_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0897_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0708_clean.csv,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0528_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0101_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0235_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0196_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0752_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0948_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0648_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0905_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1164_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0190_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0161_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0090_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0895_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0946_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0943_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0439_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0053_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0030_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0886_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0735_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1423_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1356_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1451_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP1334_clean.csv,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1327_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP1116_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0313_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0580_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0315_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0958_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0915_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1167_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1468_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0806_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0903_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1391_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1142_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0369_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP0414_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1138_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0707_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0314_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1410_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0152_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0321_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0201_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0882_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1456_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0503_clean.csv,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0158_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0463_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0804_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1424_clean.csv,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0325_clean.csv,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP1009_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1094_clean.csv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0370_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP0405_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0009_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1034_clean.csv,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0448_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0982_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0758_clean.csv,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1084_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1339_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0164_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0740_clean.csv,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0268_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1309_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0287_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0884_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1163_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
